id,type,text1,text2,text3,text4,text5,notes
astral,SHIP,"Als technologisch fortschrittliches Großkampfschiff verfügt der Träger der Astral-Klasse dank seiner zahlreichen Geschwader von Angriffsflugzeugen über eine enorme Feuerkraft. Der Rumpf der Astral-Klasse galt in den Zyklen kurz vor dem Zusammenbruch als Inbegriff des Trägerdesigns der späten Domain. Der Rumpf ist mit integrierter Automatisierung, Sub-KI-Kernen und Wartungsdrohnen ausgestattet, die fortschrittliche militärische Algorithmen verwenden, um die Kampfeffizienz zu vervielfachen. Die Verteidigungsbewaffnung besteht in der Regel aus Punktabwehrgeschützen, die durch Langstreckenraketen unterstützt werden, um den Druck auf den Feind aufrechtzuerhalten und einen Nahkampf zu vermeiden. Die wahre Stärke eines Astral liegt in der beispiellosen Flexibilität seiner Kampfflugzeuge. Nahezu jedes feindliche Schiff kann durch den koordinierten Einsatz einer Flotte von wendigen Abfangjägern, Angriffsbombern oder Unterstützungsjägern schnell ausgeschaltet werden. Automatisierte Einrichtungen sorgen dafür, dass zurückkehrende Geschwader schnell repariert, wiederbewaffnet und hinter der Sicherheit des riesigen X-35-Schildemitter-Arrays ersetzt werden. Gemäß der Doktrin wird der Astral-Träger niemals allein eingesetzt, da seine leichte Panzerung verwundbar ist, wenn der X-35 außer Gefecht gesetzt wird. Der Astral, begleitet von einer Schar von Begleitschiffen, ist am besten als Herzstück einer Trägerkampfgruppe positioniert, die ganze Planeten unterwerfen und riesige Bereiche des Weltraums blockieren kann.

Unter den technologisch fortschrittlichsten Großkampfschiffen, die in der heutigen Persean Sector eingesetzt werden, dienen nur wenige Astrals in der Hegemony-Marine, da sie hohe technologische Anforderungen stellen und Sicherheitsbedenken bestehen. Leitende Unternehmensbeamte von Tri-Tachyon und einige wenige, außerordentlich wohlhabende private Admirale machen die Astral manchmal zu ihrem Flaggschiff.",,,,,
atlas,SHIP,"Die Schiffe der Atlas-Klasse sind große Raumfrachtplattformen mit einem FTL-Antrieb und einigen Verteidigungssystemen. Hunderte von Containern können an der Hülle befestigt und von diesem Giganten mühelos transportiert werden. Die Atlas wird in der Regel für die effiziente Versorgung ganzer Außenposten eingesetzt und eignet sich daher nicht für die kleinen und schnellen Handelsfahrten, die das Rückgrat des Handels in diesem Sektor bilden. Ihre langsame Geschwindigkeit und ihre Größe ziehen immer wieder ungebetene Gäste an, von neugierigen Schaulustigen, die den riesigen Koloss sehen wollen, über plündernde Piraten, die die magneto-gravitischen Verschlüsse der Container außer Gefecht setzen wollen, bis hin zu Pather-Fanatikern, die darauf aus sind, alles zu zerstören. Nichtsdestotrotz setzt die Hegemony sie in großem Umfang ein, insbesondere um saisonal Biomasse aus landwirtschaftlichen Welten zu entladen. Zu diesem Zweck stellt die Hegemony große Atlas-Konvois zusammen, die von Militärkreuzern geschützt werden, um die Lebensader der Bürger der Hegemony zu sichern. Das Kommando über einen Atlas ist eine seltene Strafe für fähige Personen, eine ungleichmäßige Mischung aus seelenzerstörender Langeweile und abgrundtiefer Angst, die jeweils das Ergebnis normaler Handelsfahrten und Piratenangriffe sind.",,,,,
conquest,SHIP,"Der Schlachtkreuzer der Conquest-Klasse ist der Inbegriff konzentrierter Feuerkraft. Diese Klasse wurde in der Zeit kurz vor der Verbreitung von Kampfflugzeugen entwickelt und legt den Schwerpunkt eher auf Feuerkraft und Geschwindigkeit als auf Panzerung.

Die damaligen Raumflottenstrategen waren überzeugt, dass neue Waffensysteme immer besser sein würden als Panzerungen und Schilde und somit der Schlüssel zum Sieg in einer Schlacht waren. Warum also nicht ein Schiff bauen, das auf Geschwindigkeit und Kraft ausgelegt ist? Man gibt ihm die Panzerung eines Kreuzers, rüstet es aber mit den besten Waffen aus, die für ein Schiff verfügbar sind, und sorgt dafür, dass es schneller bleibt als alle anderen schwerfälligen Kolosse der Flotte. Die Conquest ist ein gutes Beispiel für die Umsetzung dieser Konzepte in einem Rumpf. Viele andere fortschrittliche Technologien wurden in das Design integriert, darunter Waffenhalterungen, die für einen Kreiskampf ausgelegt sind. Dieses Manöver erfordert größere Navigationsfähigkeiten, bietet den Kommandanten jedoch mehr taktische Optionen. Das Glück begünstigt die Mutigen, sagten die Alten. Diese Schiffsklasse begünstigt in der Tat den mutigen Kapitän, der bereit ist, für den Nervenkitzel des Sieges alles zu riskieren.",,,,,
paragon,SHIP,"Das Spitzenmodell unter den Schlachtschiffkonstruktionen der Domain, das jedoch weniger aus militärischer Notwendigkeit als vielmehr aus den Ambitionen bestimmter hochrangiger Stabsoffiziere der Domain-Marine entstanden ist – mit beträchtlicher Unterstützung unter anderem durch das Unternehmen Tri-Tachyon und andere große Auftragnehmer. Kein Schiff kann die Paragon-Klasse überdauern oder übertrumpfen, einen wahren Leviathan einer vergangenen Epoche.",,,,,
odyssey,SHIP,"Das asymmetrische, sphärische Design täuscht über die Leistungsfähigkeit dieses Schlachtkreuzers hinweg. Der Rumpf bietet Platz für eine Ausrüstung, die auf schwere Energiewaffen und Mobilität ausgerichtet ist. Ein Hangar mit zwei Flügeln ergänzt die taktischen Optionen.

Die Odyssey wurde vom Domain-Ausschuss für Marinebeschaffung als Fehlkauf angesehen, wobei zahlreiche Einwände vorgebracht wurden: kein klarer taktischer Schwerpunkt, zu große Offizierskabinen, ausschließlich hochwertige Komponenten im Energienetz und zu teure Ausstattungselemente. Trotz mehrerer Runden mit atemberaubenden Budgetüberschreitungen und Gerüchten über einen Bestechungsskandal wurde der Produktionsvertrag erst kurz vor den abschließenden Prototypentests abgelehnt. Da Altair Exotech keine profitable Gelegenheit ungenutzt lassen wollte, lizenzierte das Unternehmen die Odyssey-Klasse an mehrere Grenzentwicklungsunternehmen, darunter Eridani-Utopia, um hervorragend bewaffnete mobile Vermessungshauptquartiere und Einsatzplattformen bereitzustellen. Aufgrund dieser Rolle bei der Ausbeutung der Grenzgebiete durch Megakonzerne fand die ansonsten seltene Odyssey-Klasse ihren Weg zur Persean Sector.",,,,,
dominator,SHIP,"Die Dominator-Klasse ist schwerfällig und bedrohlich und gehört zu den am weitesten verbreiteten Systemverteidigungskreuzern im Hegemony-Raum. Obwohl sie technologisch nicht zu den fortschrittlichsten Schiffen gehört, verfügt sie über eine Vielzahl ballistischer Hardpoints, um ihre Mission zu erfüllen, die meist in der Verteidigung von Orbitalanlagen und wichtigen Punkten der inneren Handelsrouten besteht. Ein schlechter Schildemitter, der schwer zu handhaben ist und daher selten eingesetzt wird, weicht einem fast uneinnehmbaren, ineinandergreifenden Panzerungsgürtelsystem, das die Dominator vor den meisten Waffen schützt. Selbst Angriffsflugzeuge können den Hagel von Projektilen nicht überwinden, die abgeschossen werden können, um ihre Nutzlast abzufangen. Dieser Rumpf beweist, dass bewährte Militärtechnik nur schwer durch neue Ideen und Technologien zu übertreffen ist, insbesondere wenn sie in den Händen von hartgesottenen, entschlossenen Besatzungen und erfahrenen Offizieren liegt.

Zuverlässig, langlebig und eine ständige Präsenz im Heimatraum um zivilisierte Welten und Außenposten herum, wird der Dominator vielleicht am meisten von Piraten und gesetzeswidrigen Unternehmensagenten gehasst und gefürchtet. ",,,,,
aurora,SHIP,"Der Kreuzer der Aurora-Klasse ist ein technologisches Wunderwerk, das unter den heutigen Kriegsflotten seinesgleichen sucht. Er gehört zu den schnellsten und wendigsten Kreuzern im Sektor und ist gleichzeitig einer der sichersten, vorausgesetzt, sein ungewöhnlich effizienter Schildgenerator wird sinnvoll eingesetzt und Flankenangriffe vermieden. Man kann sich nur vorstellen, was die Domain-Armada mit einer Flotte dieser schlanken, asymmetrischen und äußerst effektiven Schiffe erreichen könnte. Die Schilde werden durch hochmoderne Flussdissipationssysteme unterstützt, die im gesamten Rumpf installiert sind und der Aurora einen tiefen Flusspool verleihen. Die meisten Blaupausen, die für den Bau von Schiffen der Aurora-Klasse erforderlich sind, sind streng gehütete Unternehmensgeheimnisse, aber einige wenige wurden auch in Tri-Tachyon-Flotten eingesetzt und sind in seltenen Fällen auch in den Flotten unternehmungslustiger Söldnerkapitäne zu finden.",,,,,
apogee,SHIP,"Das Schiff der Apogee-Klasse ist eine effektive Mischung aus fortschrittlicher wissenschaftlicher und militärischer Technologie, die sich perfekt für die Erforschung feindlicher Gebiete im Weltraum eignet. Die Klasse zeichnet sich durch ein asymmetrisches Design mit einem großen vorderen Teil aus, der in der Regel mit Langstrecken-Technologiescannern ausgestattet ist. Die Kapitäne der Apogee-Klasse sind es gewohnt, alleine zu operieren, und neigen dazu, unabhängig und selbstständig zu sein. 

Das Schiff kann sich durch den geschickten Einsatz seines leistungsstarken Schildemitters und seiner starken Triebwerke in Einzelkämpfen behaupten. Aufgrund seiner Panzerung erscheint es jedoch auf dem Papier etwas anfällig, weshalb es selten an großen Flottenaktionen teilnimmt. Die hohen Baukosten bedeuten in der Regel, dass sich nur wohlhabende Technologie-Bergbaukonsortien ein Schiff der Apogee-Klasse leisten können, das vollständig für aggressive Erkundungsaufgaben ausgerüstet ist.",,,,,
venture,SHIP,"Robust, zuverlässig und nicht übermäßig teuer – Kreuzer der Venture-Klasse werden in der Regel von privaten Unternehmen für Begleiteinsätze gekauft oder von kleinen, nicht angegliederten Welten für die Verteidigung ihres Systems umgerüstet.

Die Schiffe der Venture-Klasse sind wahrscheinlich die am häufigsten verwendeten zivilen Kreuzer im Sektor. Die Baupläne für die Venture sind weit verbreitet und können oft ohne großen Aufwand beschafft werden. Wenn das Schiff von kleinen Unternehmen eingesetzt wird, ist es in der Regel der Stolz der Flotte und wird zur Unterstützung wichtiger Operationen eingesetzt. Aufgrund seiner Allgegenwärtigkeit wird das Schiff auch von einigen Piratenbanden eingesetzt, wo es manchmal die Rolle eines Kommandoschiffs übernimmt.","Das robuste und zuverlässige Venture ist in der Regel mit einer guten Raketenausstattung versehen, verfügt jedoch nicht über die erforderliche Dauerfeuerkraft, um in längeren Gefechten erfolgreich zu sein. Ein integrierter Minen-Drohnenraum bietet zusätzliche Verteidigungsmöglichkeiten – was besonders vorteilhaft ist, da die zivilen Stromgeneratoren die Schilde leicht überlasten können.",,,,
eagle,SHIP,"Kreuzer der Eagle-Klasse bilden oft das Herzstück von Militärflotten, die in die Schlacht ziehen. Der Grund dafür liegt auf der Hand: Mit ihrem starken Gesamtprofil und ihrem robusten Antrieb stellt die tödliche Bewaffnung der Eagle eine Bedrohung für alle Feinde dar.

Die Eagle kann feindlichen Formationen einen starken taktischen Schlag versetzen. Ihre zahlreichen Geschütztürme und Hardpoint-Stellungen machen sie für kleinere Gegner sehr gefährlich. Dank ihrer soliden Panzerung und ihres starken Schildemitters kann sie sich auch bei zahlenmäßiger Unterlegenheit oder sogar gegenüber selteneren größeren Schiffen behaupten. 

Diese Stärken werden jedoch durch Angriffsflugzeuge etwas ausgeglichen – ein Eagle-Kapitän muss stets auf sein Visier achten, um sich nähernde Angriffsgeschwader zu erkennen, da sein Schiff durch mehrere Treffer moderner Angriffswaffen leicht außer Gefecht gesetzt werden kann. Als Verkörperung des schlanken und leistungsstarken Raumkreuzers aus der Zeit des Domain sind die Schiffe der Eagle-Klasse eine schöne Erinnerung an die technologischen und ästhetischen Errungenschaften der Vergangenheit der Menschheit. ","Der Eagle ist für einen Kreuzer sehr wendig, schwer zu flankieren und verfügt über eine beeindruckende und konzentrierte Frontalfeuerkraft.",,,,
falcon,SHIP,"Der oft als kleiner Bruder des Eagle-Kreuzers bezeichnete Kreuzer der Falcon-Klasse opfert Panzerung zugunsten von Geschwindigkeit und erfüllt damit perfekt die Rolle eines leichten Kreuzers in den Militärflotten des gesamten Sektors. Die Bezeichnung „leicht” bedeutet jedoch keine wesentliche Verringerung der Feuerkraft, sodass der Falcon für jede Flotte ein wertvoller taktischer Gewinn ist. Das Schiff kann mit der richtigen Konfiguration problemlos eine Vielzahl von Aufgaben übernehmen, von der Nahunterstützung bis zum Angriff. 

Die erstklassigen Triebwerke des Falcon ermöglichen es ihm, sich schnell aus dem Kampf zurückzuziehen, sollte seine Verteidigung an einen kritischen Punkt gelangen. Die schnellen und eleganten Kreuzer der Falcon-Klasse werden oft als Vorhut in größeren Flottenformationen eingesetzt oder zur Verstärkung von Konvois gegen Piraten eingesetzt.","Dieser leichte Kreuzer verfügt über eine Mobilität, die kleinere Schiffe in den Schatten stellt, aber seine Feuerkraft lässt etwas zu wünschen übrig. Dennoch kann sich die Falcon dank ihrer Kreuzer-Stromgeneratoren und Panzerung gegen kleinere Schiffe behaupten.",,,,
medusa,SHIP,"Ein furchterregendes Schiff, dessen Motoren der Spitzenklasse ihm für einen Zerstörer eine enorme Geschwindigkeit und Manövrierfähigkeit verleihen. Mehrere Energiewaffenslots ermöglichen eine Vielzahl taktischer Möglichkeiten. Seine erstklassige Leistung geht mit einem anspruchsvollen logistischen Profil einher, das einige Flottenkommandanten dazu veranlasst hat, es zugunsten von Schiffen zu meiden, die häufiger und kostengünstiger eingesetzt werden können.

Die Medusa ist aufgrund ihrer Verbindung zu geheimen Operationen und Elitepiraten einer der angesehensten Zerstörer im Sektor, und die wenigen Raumfahrer, die an Bord einer Medusa gedient haben, können ihre technologische Raffinesse bestätigen.

Blaupausen der Medusa-Klasse sind rar und werden von ihren Besitzern streng bewacht. Piraten haben nur wenige Male einen Rumpf der Medusa-Klasse erworben, was unweigerlich zu einer drastischen, wenn auch kurzfristigen Bedrohung für lokale Patrouillen und einem anschließenden Rückgang des kleinen bis mittleren innergalaktischen Schiffsverkehrs führte. Solche Ereignisse gelten als enorme Belästigung, insbesondere aufgrund der erhöhten Versicherungsprämien. Viele Handelskonzerne fordern ihre Flotten einfach auf, abzuwarten, bis die Piraten die Kampfbereitschaft ihres neuen Spielzeugs zermürbt haben, damit die lokalen Behörden das Problem ein für alle Mal beseitigen können.",,,,,
shrike,SHIP,"Der Shrike ist ein fortschrittlicher leichter Zerstörer für schnelle Angriffe, der vom gleichen Designteam wie der fast allgegenwärtige Wolf entwickelt wurde. Sein fortschrittliches Antriebssystem ist so konzipiert, dass es Plasma in einem „Mikroverbrennungsmanöver” selektiv ablassen kann. Dadurch kann der Shrike taktische Gelegenheiten sofort nutzen, zuschlagen und entkommen, bevor ein Gegenangriff gestartet werden kann. Schilde, Panzerung und nachhaltige Flusskapazität sind etwas enttäuschend, da ein leichter und dennoch wirtschaftlicher Rumpf gebaut werden musste, der der Angriffsgeschwindigkeit Vorrang einräumt, was dem Shrike den Ruf eines „Glaskanonen”-Schiffs eingebracht hat, das am besten erfahrenen Kapitänen anvertraut werden sollte.

Bestimmte einzigartige Strukturelemente des Plasmaentlüftungssystems korrodieren bekanntermaßen bei Abnutzung in sauerstoffreichen Atmosphären, sodass bei jeder Wartung des Rumpfes darauf geachtet werden muss, die Keramopolymerbeschichtung erneut aufzutragen.",,,,,
mule,SHIP,"Die Mule ist ein robustes und zuverlässiges kampffähiges Frachtschiff, das sich seinen Ruf an den dünn besetzten Grenzen des Domain erarbeitet hat. Nach dem Zusammenbruch hat die Attraktivität der Mule-Klasse aufgrund der chaotischen Zustände, die das Persean Sector erschüttern, nur noch zugenommen, da auch sparsame Händler, Plünderer und Prospektoren nun einen erhöhten Bedarf an starker Panzerung und leistungsstarken Waffen haben.

Das ursprüngliche Design bezeichnete seine mittlere Turmhalterung offiziell als „kardanisch aufgehängten Befestigungspunkt für Bergbauwerkzeuge”, und selbst die Betreiber von Domain aus früheren Zeiten wussten, was zwischen den Zeilen stand: Ohne Eskorte verfügt die Mule-Klasse über genügend Schlagkraft, um Piraten zweimal überlegen zu lassen, bevor sie angreifen. Das bedeutet natürlich auch, dass die Mule zum idealen Fahrzeug für eine vom Pech verfolgte oder einfach nur opportunistische zivile Besatzung geworden ist, die selbst zu Piraten werden will.",,,,,
